price,year,manufacturer,model,condition,cylinders,odometer,transmission,drive,type,lat,long
338354.7898574458,2013.0,12,899,0,2,131834.0,0,1,5,30.445546,-84.3261
86821.4397453857,2007.0,12,111,1,2,80000.0,0,0,5,30.4156,-84.187
162616.5806283095,2007.0,12,111,0,2,211317.0,0,1,5,30.445546,-84.3261
44450.2182171382,2008.0,2,397,1,4,274273.0,0,1,0,30.487575,-84.146324
305635.1387106736,2009.0,12,1089,0,2,103843.0,0,1,2,30.445546,-84.3261
162616.5806283095,2002.0,15,198,0,4,219411.0,0,1,1,30.445546,-84.3261
254456.45802555428,2010.0,8,364,0,2,228771.0,0,1,5,30.445546,-84.3261
254456.45802555428,2009.0,5,490,0,4,175068.0,0,1,0,30.445546,-84.3261
478142.86194846575,2006.0,5,421,0,5,178261.0,0,2,0,28.039807,-82.520643
466419.44367153384,2003.0,15,591,2,4,153000.0,0,1,0,28.022346,-82.626327
360072.4412614486,2005.0,9,669,0,4,160611.0,0,0,0,28.039807,-82.520643
360072.4412614486,2000.0,0,58,0,4,126155.0,0,2,5,28.039807,-82.520643
478142.86194846575,2006.0,0,31,0,4,138355.0,0,2,5,28.039807,-82.520643
250016.00196249923,2008.0,7,225,0,2,166500.0,0,1,1,27.947,-82.7943
472576.7305937432,2013.0,2,300,0,2,161069.0,0,1,5,27.8176,-82.6776
360520.6583962761,2010.0,5,401,0,2,163133.0,0,1,0,27.8264,-82.7916
417618.2634371358,2008.0,15,187,0,2,156201.0,0,1,5,27.965972,-82.385063
360520.6583962761,2008.0,8,1069,0,4,119977.0,0,1,0,28.193085,-82.399178
184635.15677713673,2008.0,5,494,1,2,103684.0,0,1,1,27.878041,-82.845129
158835.2596959878,2000.0,5,431,2,5,217000.0,0,0,0,27.777279,-82.729258
20901.675624187417,2001.0,7,85,1,2,216000.0,0,1,1,28.0301,-82.6048
343959.3860418924,2002.0,11,1066,0,4,98373.0,0,1,0,27.850745,-82.728574
122810.38321823707,2000.0,15,192,2,2,223394.0,0,1,5,27.854905,-82.728768
195788.29058695494,2003.0,2,601,2,4,90150.0,0,1,5,28.0662,-82.7585
180239.53597874678,2004.0,5,427,3,5,231000.0,0,2,0,28.1385,-82.743
44397.09049145563,2007.0,5,491,2,2,210000.0,0,1,2,27.965972,-82.385063
55521.190463664614,2011.0,2,688,0,2,141000.0,0,1,5,27.983989,-82.510205
244626.7385846067,2010.0,12,706,0,4,205264.0,0,1,5,27.996072,-82.462625
360072.4412614486,2002.0,16,744,0,2,86054.0,1,1,1,27.908417,-82.728704
254456.45802555428,2008.0,11,12,0,2,144763.0,0,1,5,28.039807,-82.520643
163038.68267638504,2005.0,7,240,2,2,170012.0,0,1,5,27.996072,-82.462625
259921.4232739396,2006.0,15,268,2,2,223844.0,0,1,5,28.0617,-82.3082
360072.4412614486,2009.0,2,586,0,2,124791.0,0,1,0,27.908417,-82.728704
360072.4412614486,2002.0,5,436,0,4,174526.0,0,2,0,27.908417,-82.728704
478142.86194846575,2006.0,2,256,0,2,153665.0,0,2,4,27.908417,-82.728704
245114.93993252207,2007.0,13,1030,3,4,179916.0,0,1,0,27.982305,-82.459405
360072.4412614486,2006.0,14,511,0,2,129617.0,0,0,0,27.908417,-82.728704
359512.44946705434,2005.0,15,187,0,2,157000.0,0,1,5,28.018014,-82.394886
359512.44946705434,2005.0,7,225,0,2,120000.0,0,1,5,28.019712,-82.395058
359512.44946705434,2005.0,7,225,3,2,125000.0,0,1,5,28.0384,-82.3949
359512.44946705434,2011.0,11,67,3,2,127000.0,0,1,5,28.018772,-82.395744
472576.7305937432,2011.0,16,632,2,3,114256.0,0,1,5,28.1367,-82.461
240248.5711600018,2009.0,2,252,2,2,188427.0,0,1,5,28.0617,-82.3082
359512.44946705434,2004.0,15,187,0,2,119000.0,0,1,5,28.018802,-82.395401
359512.44946705434,2005.0,15,187,0,2,149000.0,0,1,5,28.018802,-82.394714
393657.22126509575,2004.0,7,225,3,2,79000.0,0,1,1,28.01956,-82.394371
80169.12253543235,2003.0,13,565,0,4,117576.0,0,1,5,27.996072,-82.462625
73708.066854226,2001.0,7,225,1,2,114972.0,1,1,1,27.63993,-80.394666
466419.44367153384,2002.0,7,280,0,2,143732.0,0,0,0,27.1968,-80.2538
466419.44367153384,2010.0,7,235,2,2,96504.0,0,1,5,27.291793,-80.407854
360632.7437400894,2002.0,15,1075,2,5,117000.0,0,2,6,27.323,-80.349
360632.7437400894,1998.0,2,989,2,5,109000.0,0,0,0,27.323,-80.349
418208.9660330508,2002.0,2,1054,2,4,132336.0,0,0,0,27.3908,-80.3246
180239.53597874678,2003.0,5,463,2,4,88000.0,0,2,6,27.639968,-80.394709
478142.86194846575,2002.0,2,1004,2,5,175875.0,0,0,0,27.3908,-80.3246
180239.53597874678,2010.0,4,221,2,4,209419.0,0,0,5,26.749956,-80.052821
150546.59224153814,1996.0,9,222,2,4,209356.0,0,0,0,33.9461,-83.418
478638.75302895275,2008.0,15,914,2,4,112000.0,0,1,3,34.1389,-83.7812
163038.68267638504,2006.0,7,753,2,4,173000.0,0,1,3,33.5832,-84.5499
86484.34951780556,2005.0,3,778,2,0,225356.0,0,0,0,34.0408,-84.3859
78535.75160808396,2004.0,5,357,1,5,290548.0,0,2,7,33.8236,-84.3214
478142.86194846575,2009.0,7,305,2,2,169000.0,0,1,0,33.985707,-83.988436
254951.56072857877,2010.0,11,875,2,6,67693.0,0,2,1,33.860516,-84.333066
300893.19964108424,1999.0,1,665,0,4,115112.0,0,1,5,33.8178,-84.0229
306163.65121579415,2007.0,12,1095,3,2,172112.0,0,1,5,33.8178,-84.0229
306163.65121579415,2010.0,7,483,0,2,217112.0,0,1,2,33.8178,-84.0229
418208.9660330508,2009.0,12,736,2,4,144200.0,0,1,0,34.111417,-84.153728
306163.65121579415,2016.0,5,494,3,2,231112.0,0,1,5,33.8178,-84.0229
244626.7385846067,2009.0,11,12,2,2,117500.0,0,1,5,34.0133,-84.4955
235417.0958436611,2004.0,1,848,0,4,198320.0,0,2,0,33.561739,-84.417717
394235.6154589625,2013.0,2,296,2,2,144434.0,0,1,5,33.948675,-84.53594
477523.25586806017,2008.0,0,36,2,4,147000.0,0,2,5,34.060078,-84.298318
338464.36812811,2009.0,10,174,0,4,167500.0,0,0,0,33.95124,-84.196013
295655.4592124288,2003.0,15,591,0,4,133258.0,0,1,0,34.0031,-84.0126
306057.92267092253,2004.0,7,799,2,4,191643.0,0,0,0,33.8635,-84.0081
360520.6583962761,2007.0,16,628,2,3,130000.0,0,1,5,34.033413,-84.34634
207172.7118953326,2008.0,7,85,1,2,235000.0,0,1,5,33.8879,-84.2905
430085.3596085417,2010.0,14,766,0,2,133000.0,1,1,2,33.926527,-84.109985
29565.973372637494,2003.0,7,90,0,2,201000.0,0,1,1,33.810303,-84.240031
418208.9660330508,2008.0,7,756,0,4,146000.0,0,1,3,34.0213,-84.3104
163038.68267638504,1997.0,5,450,1,5,238000.0,0,2,4,33.5242,-84.359
122810.38321823707,1997.0,5,450,0,4,132000.0,1,2,4,33.5146,-83.8626
55521.190463664614,2007.0,15,842,2,2,175000.0,0,1,0,34.0025,-84.4633
61378.81354795633,1996.0,12,899,2,2,214348.0,0,1,5,33.5251,-81.9394
454191.51527919015,2011.0,2,688,0,2,157200.0,0,1,5,33.3589,-82.0099
466419.44367153384,2004.0,1,216,0,4,97847.0,0,1,5,33.362838,-84.793821
55521.190463664614,2002.0,7,755,1,4,259923.0,0,1,3,32.8424,-83.6766
55521.190463664614,2006.0,2,1002,1,5,258780.0,0,0,0,33.0508,-83.9362
454191.51527919015,2007.0,7,242,0,2,109700.0,1,1,1,32.7914,-83.679
349375.0458487402,2004.0,7,231,2,2,136960.0,0,1,1,32.65,-83.654
306163.65121579415,2006.0,2,1080,2,4,215000.0,0,1,3,34.3595,-84.9176
254456.45802555428,1999.0,7,786,0,4,220206.0,0,0,0,34.2507,-85.1465
100682.85064102626,2007.0,8,943,2,4,226000.0,0,1,5,32.1082,-81.1746
122810.38321823707,2008.0,16,628,2,3,205868.0,0,1,5,32.1082,-81.1746
448121.0945269288,2010.0,5,1060,0,2,185000.0,0,1,7,32.044873,-81.109441
207172.7118953326,2009.0,7,482,2,2,247000.0,0,1,2,21.3453,-158.087
383298.0351331349,2004.0,15,837,2,2,160000.0,0,1,0,20.9154,-156.3802
360632.7437400894,2004.0,5,458,2,5,195537.0,0,2,4,21.3453,-158.087
394235.6154589625,2004.0,15,914,0,4,128748.0,0,1,3,21.494467,-158.029819
207172.7118953326,2003.0,15,267,2,2,134000.0,0,1,5,21.2887,-157.8006
162954.23105858272,2007.0,7,236,0,2,168513.0,0,1,5,21.344826,-157.897735
162954.23105858272,2011.0,4,568,3,4,123804.0,0,1,3,21.344826,-157.897735
478638.75302895275,2015.0,7,760,0,4,16176.0,0,1,3,21.344826,-157.897735
86753.98430142636,2015.0,16,561,0,2,29662.0,0,1,2,21.344826,-157.897735
86753.98430142636,2003.0,5,419,0,0,78565.0,0,2,0,21.344826,-157.897735
162954.23105858272,2014.0,12,111,0,2,64878.0,0,1,5,21.344826,-157.897735
254951.56072857877,2003.0,15,267,2,2,129000.0,0,1,5,21.2887,-157.8006
466419.44367153384,2004.0,5,525,0,4,96600.0,0,1,3,20.7534,-156.326
162954.23105858272,2018.0,15,917,0,4,41630.0,0,1,3,21.344826,-157.897735
162954.23105858272,2017.0,5,737,0,4,25012.0,1,2,1,21.344826,-157.897735
207172.7118953326,2010.0,5,293,2,5,88567.0,0,2,5,21.3982,-158.0124
394235.6154589625,2004.0,5,429,0,4,98796.0,0,2,0,21.494467,-158.029819
162954.23105858272,2010.0,12,732,0,4,114296.0,0,0,0,21.344826,-157.897735
162954.23105858272,2011.0,5,409,0,2,79210.0,0,2,0,21.344826,-157.897735
162954.23105858272,2008.0,7,225,0,2,139423.0,0,1,5,21.344826,-157.897735
86753.98430142636,2008.0,5,491,0,2,56768.0,0,1,5,21.344826,-157.897735
245114.93993252207,2008.0,11,714,2,2,112000.0,0,1,2,21.4063,-157.7448
162954.23105858272,2018.0,15,269,0,2,5432.0,0,1,5,21.344826,-157.897735
86753.98430142636,2010.0,15,187,0,2,121185.0,0,1,5,21.344826,-157.897735
162954.23105858272,2008.0,7,280,0,2,194957.0,0,1,0,21.344826,-157.897735
86753.98430142636,2013.0,10,852,0,2,75594.0,1,1,5,21.344826,-157.897735
55521.190463664614,1994.0,11,161,2,4,210000.0,1,2,4,21.2887,-157.8006
2423.3828816800296,2016.0,8,364,0,2,88282.0,0,1,5,43.627287,-116.245807
162616.5806283095,2006.0,4,567,0,4,235997.0,0,1,3,43.862345,-116.499187
478638.75302895275,2008.0,2,256,0,2,128461.0,0,0,6,43.63703,-116.259578
360072.4412614486,2003.0,2,879,0,4,141600.0,0,0,0,43.608933,-116.243458
417618.2634371358,2003.0,6,926,2,5,192300.0,0,2,4,43.608933,-116.243458
472576.7305937432,1991.0,2,929,0,5,165239.0,0,2,4,43.537334,-116.534579
122810.38321823707,2006.0,15,915,1,4,206826.0,0,1,3,43.487,-116.3819
306163.65121579415,2005.0,15,275,2,2,213631.0,1,1,5,43.6627,-116.7
360072.4412614486,2005.0,1,666,0,4,122716.0,0,1,5,43.5885,-116.191
284763.41750413127,2007.0,10,763,0,2,136756.0,0,1,5,43.5885,-116.191
394235.6154589625,2005.0,2,249,0,2,106867.0,0,1,5,43.611331,-116.24372
394235.6154589625,2007.0,8,366,0,2,123844.0,0,1,5,43.611347,-116.243763
412315.35313371924,2010.0,15,1145,0,2,126013.0,0,1,5,43.5741,-116.2941
275034.955248763,2007.0,2,251,2,2,132500.0,0,1,5,43.7013,-116.4967
412315.35313371924,2005.0,15,200,2,4,170897.0,0,1,5,43.590181,-116.526669
119014.40254634837,2002.0,12,1136,1,4,240092.0,0,0,0,43.590181,-116.526669
418208.9660330508,2005.0,2,1051,0,4,138609.0,0,0,0,43.63703,-116.259578
207080.72871046863,1995.0,5,429,0,4,161887.0,0,0,0,43.63703,-116.259578
418090.8017000735,2011.0,2,606,0,4,123344.0,0,1,5,43.63703,-116.259578
478638.75302895275,2013.0,3,5,0,2,110503.0,0,1,5,43.63703,-116.259578
360072.4412614486,2008.0,3,816,0,2,97970.0,0,1,8,42.925069,-112.466054
349485.8833606886,2007.0,2,397,0,4,156000.0,0,0,0,43.482802,-112.04335
478142.86194846575,2008.0,14,653,0,2,87956.0,0,0,5,42.869277,-112.448433
207172.7118953326,1995.0,5,1007,0,4,41698.0,0,1,5,43.1943,-112.3615
86821.4397453857,1993.0,6,990,2,5,222110.0,0,0,0,42.869328,-112.448738
207172.7118953326,2001.0,7,99,0,2,124737.0,0,1,5,42.869277,-112.448433
360072.4412614486,2012.0,12,1092,0,2,104305.0,0,1,5,42.92521,-112.466118
360072.4412614486,2006.0,2,590,0,2,93840.0,0,1,8,42.925163,-112.466075
327569.3559351397,2008.0,2,248,2,2,27579.0,0,1,5,44.668939,-114.364882
360072.4412614486,2008.0,7,85,0,4,253336.0,0,1,5,43.51188,-112.024927
383298.0351331349,2009.0,8,82,0,2,30000.0,0,1,2,43.482802,-112.04335
316802.0400953414,2010.0,2,252,0,2,166844.0,0,1,5,43.81,-111.789
478142.86194846575,2007.0,6,385,0,4,147170.0,0,0,0,42.925116,-112.466118
306163.65121579415,2004.0,5,431,0,4,163717.0,0,2,0,43.443236,-112.076172
254456.45802555428,2000.0,6,1149,2,5,270000.0,0,0,0,43.443018,-112.076222
478142.86194846575,2010.0,4,571,0,4,108142.0,0,1,3,42.869277,-112.448433
478142.86194846575,2004.0,1,664,2,4,113338.0,0,1,5,46.7321,-117.0062
472576.7305937432,2001.0,6,1146,2,5,194255.0,0,0,0,46.7321,-117.0062
360632.7437400894,1993.0,6,921,1,5,180000.0,0,0,6,46.8061,-116.5238
429488.72725877713,2007.0,10,896,2,4,104497.0,0,1,7,46.7321,-117.0062
478142.86194846575,2004.0,6,1146,2,5,277542.0,0,0,0,46.7321,-117.0062
250016.00196249923,1999.0,1,216,2,4,114022.0,0,1,5,46.7321,-117.0062
254456.45802555428,2001.0,15,187,2,2,207861.0,0,1,5,46.7321,-117.0062
295655.4592124288,2000.0,16,744,2,2,162754.0,1,1,2,46.7321,-117.0062
348931.8211661077,2007.0,8,882,2,4,180000.0,0,1,0,46.9448,-116.9141
122657.72927113292,1996.0,1,859,0,4,90391.0,0,1,1,47.701329,-117.364847
406217.69839718466,2003.0,14,518,2,2,207206.0,0,0,8,47.701329,-117.364847
163038.68267638504,2004.0,15,268,2,2,155283.0,0,1,5,47.6547,-117.381
198046.79377458952,2001.0,7,225,0,2,193119.0,0,1,1,47.732514,-116.786343
235417.0958436611,1999.0,14,776,0,2,164365.0,0,0,8,47.732514,-116.786343
360072.4412614486,2011.0,2,601,2,4,212590.0,0,1,5,47.664,-117.5638
394814.3123610331,2006.0,14,775,0,2,185866.0,0,0,8,47.732514,-116.786343
327569.3559351397,2006.0,14,623,0,2,214393.0,0,0,8,47.732514,-116.786343
442079.8521846086,2007.0,14,618,0,2,162593.0,0,0,5,47.732514,-116.786343
295655.4592124288,2003.0,15,267,2,2,138422.0,0,1,5,47.6496,-117.2581
29565.973372637494,2002.0,16,780,2,2,224369.0,0,1,5,47.4943,-117.5834
20255.603350432983,2019.0,2,938,0,5,30636.0,0,0,6,47.717677,-117.411665
8021.85281559062,2013.0,5,451,0,4,99522.0,0,0,6,47.717677,-117.411665
13644.173906880762,2016.0,5,455,0,4,62870.0,0,0,6,47.717677,-117.411665
10509.568584962313,2019.0,5,453,0,4,8352.0,0,0,6,47.717677,-117.411665
22464.83694180543,2017.0,5,454,0,4,94364.0,0,0,6,47.717677,-117.411665
207172.7118953326,2006.0,5,528,2,4,276548.0,0,1,8,47.8241,-116.8873
254951.56072857877,2000.0,6,921,1,5,164215.0,0,0,6,48.467712,-116.528624
245114.93993252207,1996.0,7,85,2,4,152876.0,0,1,5,47.71227,-116.931782
478142.86194846575,2008.0,14,652,2,2,149737.0,1,0,5,47.664,-117.5638
215324.05291058024,2006.0,5,429,2,4,239100.0,0,0,0,47.65758,-117.3662
359288.5397719643,2001.0,5,450,2,5,134980.0,0,2,6,47.65758,-117.3662
428653.9382004125,2011.0,1,646,2,2,158900.0,0,1,5,47.65758,-117.3662
215324.05291058024,2001.0,5,829,2,2,211913.0,1,2,6,47.65758,-117.3662
253763.89090446653,2007.0,9,259,2,2,205758.0,0,0,0,47.65758,-117.3662
121895.47562076083,1999.0,15,267,2,2,195888.0,1,1,5,47.65758,-117.3662
86821.4397453857,1996.0,7,108,2,2,164819.0,1,1,8,47.6665,-117.4365
442079.8521846086,2004.0,14,521,0,2,155993.0,0,0,0,47.732514,-116.786343
207172.7118953326,2005.0,15,187,0,2,222000.0,0,1,5,47.703284,-117.364837
360072.4412614486,2002.0,9,669,2,4,183435.0,0,0,0,47.65658,-117.286222
119014.40254634837,2002.0,15,187,2,2,242596.0,0,1,5,47.65658,-117.286222
478142.86194846575,2013.0,5,476,2,2,105102.0,1,1,5,47.65658,-117.286222
478142.86194846575,2008.0,5,359,2,4,173606.0,0,0,0,47.65658,-117.286222
349264.2208721664,2003.0,7,377,2,2,209505.0,0,1,2,47.701329,-117.364847
61378.81354795633,1999.0,5,1010,2,4,157000.0,0,1,5,47.7989,-116.7423
254951.56072857877,2003.0,12,1129,2,4,161300.0,0,0,0,40.44,-89.067
355043.7164402041,2008.0,7,305,2,2,172900.0,0,1,0,40.7365,-89.0247
207080.72871046863,2011.0,5,491,2,2,142000.0,0,1,5,40.116427,-88.219402
154256.88889398126,2003.0,5,491,2,4,138000.0,0,1,5,40.128058,-88.253189
122810.38321823707,2005.0,8,364,1,2,132000.0,1,1,5,41.55,-87.457
10068.048727186266,2014.0,5,401,0,2,59108.0,0,1,0,42.0962,-88.2902
478142.86194846575,2007.0,7,99,0,4,86817.0,0,1,5,41.55,-87.4569
360520.6583962761,2006.0,8,364,0,2,116379.0,0,1,2,41.68078,-87.76584
254852.5127390599,2005.0,11,1066,0,4,143552.0,0,0,0,41.68078,-87.76584
254852.5127390599,2004.0,13,581,0,4,150272.0,0,1,5,41.68078,-87.76584
478638.75302895275,2011.0,15,267,0,2,131612.0,0,1,5,41.68078,-87.76584
360520.6583962761,2007.0,8,882,0,4,137697.0,0,1,0,41.68078,-87.76584
122734.04778285374,2002.0,5,429,0,4,173990.0,0,2,0,41.68078,-87.76584
305106.95185051934,2007.0,2,586,0,2,163022.0,0,1,8,41.92583,-88.01894
446910.50816294475,2010.0,11,12,2,2,118500.0,0,1,5,41.976303,-88.007441
47135.32266399342,1993.0,5,341,2,5,260000.0,0,2,6,41.766855,-88.335616
360072.4412614486,2006.0,15,837,2,2,166000.0,0,0,0,42.1458,-88.023
254456.45802555428,2010.0,2,152,2,2,146000.0,0,1,5,42.1458,-88.023
119014.40254634837,1995.0,5,1023,2,5,144000.0,0,2,5,41.3155,-87.2088
253961.6985488468,2006.0,11,714,0,2,184420.0,0,1,3,41.92583,-88.01894
216444.26858052597,1998.0,0,72,0,5,127215.0,0,2,5,41.986066,-88.080253
285278.7754822753,2006.0,16,780,2,2,129884.0,0,1,5,42.103656,-88.02706
412315.35313371924,2002.0,0,51,0,4,141420.0,0,2,5,41.92583,-88.01894
162954.23105858272,2005.0,2,246,0,2,107166.0,0,1,5,41.68078,-87.76584
254852.5127390599,2003.0,7,85,0,2,145939.0,0,1,1,41.68078,-87.76584
436067.9021085768,2006.0,7,799,2,4,182870.0,0,0,0,42.112,-87.9792
316267.0482426499,2007.0,15,267,2,2,139005.0,0,1,5,42.027,-87.7221
234935.87527235752,2007.0,10,971,2,2,100021.0,0,1,5,42.0274,-87.722
207080.72871046863,2007.0,15,267,2,2,189100.0,0,1,5,41.830322,-88.065001
254951.56072857877,2005.0,15,187,2,2,188000.0,0,1,5,42.1598,-87.9644
162616.5806283095,1997.0,6,927,2,5,278392.0,0,2,6,41.619,-87.039
245114.93993252207,2010.0,5,491,0,2,140000.0,0,1,5,42.1851,-88.4015
142417.53891459235,2004.0,12,111,2,2,151000.0,0,1,5,41.960132,-87.786725
86282.31988889491,2002.0,2,443,2,5,211309.0,0,2,7,42.339468,-88.233239
86282.31988889491,2003.0,5,355,2,5,222814.0,0,2,7,42.339468,-88.233239
29336.54552002496,2005.0,12,111,2,2,156925.0,0,1,5,42.339468,-88.233239
275034.955248763,2001.0,15,1001,2,4,188334.0,0,1,6,42.426316,-87.878402
478142.86194846575,2010.0,5,409,0,4,137000.0,0,0,0,41.816731,-87.846358
146461.95670846893,1998.0,14,766,1,2,142983.0,0,0,2,42.1794,-87.8059
478142.86194846575,2009.0,12,861,0,2,104021.0,0,0,0,41.55,-87.4569
254852.5127390599,2005.0,8,1069,0,4,126699.0,0,1,0,41.68078,-87.76584
418090.8017000735,2010.0,1,679,0,4,140497.0,0,1,5,41.68078,-87.76584
360520.6583962761,2011.0,15,187,0,2,173535.0,0,1,5,41.68078,-87.76584
478638.75302895275,2011.0,5,539,0,4,142828.0,0,1,5,41.68078,-87.76584
478638.75302895275,2008.0,3,1037,0,4,95218.0,0,1,3,41.68078,-87.76584
478638.75302895275,2011.0,8,943,0,2,137551.0,0,1,5,41.68078,-87.76584
254852.5127390599,2003.0,15,187,0,2,94995.0,0,1,5,41.68078,-87.76584
162954.23105858272,2002.0,15,187,0,2,131278.0,0,1,5,41.68078,-87.76584
478638.75302895275,2010.0,14,766,0,2,146670.0,0,0,0,41.68078,-87.76584
478638.75302895275,2010.0,16,780,0,2,104527.0,0,1,5,41.68078,-87.76584
306057.92267092253,2009.0,7,85,0,2,172365.0,0,1,5,41.68078,-87.76584
478638.75302895275,2010.0,12,111,0,2,114428.0,0,1,5,41.68078,-87.76584
417618.2634371358,2008.0,5,1008,2,4,92123.0,0,0,5,42.1458,-88.023
254456.45802555428,2004.0,6,1146,0,5,302035.0,0,0,0,42.1458,-88.023
478142.86194846575,2006.0,7,756,0,4,155000.0,0,1,3,42.1458,-88.023
254456.45802555428,2012.0,5,510,2,2,133432.0,0,1,2,42.1458,-88.023
275034.955248763,2008.0,2,250,0,2,145000.0,0,1,5,41.762,-87.5703
430085.3596085417,2006.0,15,269,0,2,135063.0,0,1,5,42.0144,-88.0935
1138.109864717412,2002.0,14,612,1,2,111192.0,1,0,8,41.9798,-88.0857
86821.4397453857,2000.0,15,914,2,4,210433.0,0,1,7,41.7447,-87.9334
478638.75302895275,2009.0,15,697,2,2,151945.0,0,1,5,40.688186,-89.683674
269963.3050543341,2006.0,9,257,2,5,180000.0,0,0,0,41.5164,-90.6141
360520.6583962761,2003.0,6,922,2,5,197000.0,0,0,6,41.4906,-90.498
418090.8017000735,2010.0,5,491,0,2,121277.0,0,1,5,42.493198,-90.7258
360072.4412614486,2003.0,5,421,0,5,117000.0,0,0,0,42.3273,-89.027774
252479.48139558284,2007.0,4,571,0,4,120098.0,0,1,3,42.706253,-88.050192
293048.90720864944,2001.0,12,1137,0,4,146098.0,0,0,0,42.704057,-88.047789
475666.1571186802,2009.0,4,571,0,4,131098.0,0,1,3,42.706253,-88.050192
337916.6032983902,2008.0,5,401,0,4,142000.0,0,0,0,42.327379,-89.027689
253763.89090446653,2009.0,2,588,2,2,122355.0,0,1,2,42.3545,-89.0397
206712.9416403145,2003.0,14,663,0,2,106000.0,0,0,8,42.327411,-89.027753
254456.45802555428,2005.0,9,669,0,4,142000.0,0,0,0,42.3273,-89.02771
360072.4412614486,2007.0,8,882,0,4,154000.0,0,1,0,42.327316,-89.027689
306163.65121579415,2006.0,13,1030,0,4,127000.0,0,1,0,42.256,-88.999
197594.35453300067,2005.0,14,766,0,2,149000.0,0,0,8,42.327379,-89.02771
254951.56072857877,2003.0,12,123,3,4,100000.0,0,1,5,41.92,-88.6887
415258.4317120049,2008.0,4,182,0,2,128914.0,0,1,2,42.6896,-88.039
475666.1571186802,2013.0,8,1084,0,2,87501.0,1,1,1,42.6896,-88.039
303524.34675766807,2005.0,8,883,0,4,115098.0,0,1,0,42.707012,-88.049841
357834.339578111,2008.0,2,589,0,2,132098.0,0,1,8,42.6896,-88.039
295133.49062078824,2005.0,2,395,0,4,108000.0,0,0,0,42.327395,-89.027689
254456.45802555428,2006.0,12,732,0,4,201379.0,0,1,0,38.084394,-89.339761
478142.86194846575,2011.0,3,8,0,4,129610.0,0,1,5,37.742122,-89.163758
429488.72725877713,2008.0,1,646,0,4,159420.0,0,1,5,38.084394,-89.339761
360072.4412614486,2009.0,2,586,0,2,116383.0,1,1,8,38.084394,-89.339761
418208.9660330508,2007.0,5,425,2,5,239509.0,0,0,0,39.6737,-89.7112
478142.86194846575,2006.0,9,677,0,4,144270.0,0,0,0,38.8014,-90.5065
478638.75302895275,2008.0,5,401,2,4,185934.0,0,1,0,38.700982,-90.496883
358952.76849568094,2005.0,3,816,2,2,99192.0,0,1,2,38.700982,-90.496883
478142.86194846575,2011.0,2,590,0,2,125588.0,0,1,5,38.8014,-90.5065
305635.1387106736,2002.0,3,894,0,4,125768.0,0,1,1,38.8014,-90.5065
358952.76849568094,2005.0,15,914,2,4,193792.0,0,1,3,38.700982,-90.496883
478018.9178166377,2006.0,7,245,2,2,171859.0,0,1,5,38.700982,-90.496883
478266.81753646344,2006.0,9,673,2,4,18513.0,0,0,0,38.700982,-90.496883
360072.4412614486,2004.0,7,236,2,2,176829.0,1,1,5,38.700982,-90.496883
358952.76849568094,2007.0,5,544,2,2,171785.0,0,1,5,38.700982,-90.496883
360408.5854753971,2008.0,12,823,2,4,149766.0,0,1,7,38.700982,-90.496883
358952.76849568094,2008.0,5,360,2,4,302150.0,0,1,0,38.700982,-90.496883
358952.76849568094,2004.0,2,256,2,3,235597.0,0,2,4,38.700982,-90.496883
360520.6583962761,2006.0,5,487,0,4,158536.0,0,1,5,38.700982,-90.496883
343959.3860418924,2007.0,7,93,0,2,199968.0,0,1,5,38.701962,-90.338602
338464.36812811,1997.0,7,231,0,2,39879.0,0,1,5,38.4566,-90.3282
343959.3860418924,2009.0,7,231,0,2,204225.0,0,1,5,38.583888,-90.244464
300893.19964108424,2008.0,5,544,0,4,186536.0,0,1,5,38.575668,-90.248905
44450.2182171382,2007.0,2,395,1,2,178000.0,0,1,0,38.736784,-90.615921
245114.93993252207,2008.0,5,494,2,2,98000.0,0,1,5,38.7138,-89.9658
355043.7164402041,2011.0,2,302,2,2,182351.0,0,1,5,38.9897,-90.8213
138413.66331965066,2001.0,5,401,0,4,212291.0,0,0,0,38.574388,-90.331393
254951.56072857877,2008.0,2,601,0,4,112242.0,0,1,5,38.574388,-90.331393
254951.56072857877,2010.0,2,688,0,2,136304.0,0,1,5,38.574388,-90.331393
349485.8833606886,2006.0,2,256,0,3,235774.0,0,0,4,38.574388,-90.331393
306163.65121579415,2009.0,8,364,0,2,169798.0,1,1,5,38.7033,-90.4618
280140.1709470415,2010.0,8,364,2,2,187570.0,1,1,5,38.479493,-90.741664
478142.86194846575,2004.0,7,90,0,4,141152.0,0,1,5,38.8014,-90.5065
300893.19964108424,2000.0,5,416,0,2,50903.0,0,1,1,38.9897,-90.8213
478142.86194846575,2012.0,3,1040,2,4,156600.0,0,1,3,38.1907,-89.9884
306163.65121579415,2003.0,0,19,0,4,154000.0,1,0,5,38.7023,-90.3644
306163.65121579415,2010.0,2,248,2,2,71908.0,1,1,5,38.408,-90.98394
355043.7164402041,2006.0,7,231,2,2,141780.0,0,2,1,38.480067,-90.4425
250016.00196249923,2003.0,15,143,2,4,212660.0,0,1,5,38.480067,-90.442457
454191.51527919015,2009.0,12,113,0,2,126449.0,0,1,5,38.7023,-90.3644
306163.65121579415,2007.0,13,581,0,4,135464.0,0,1,5,38.7023,-90.3644
360072.4412614486,2009.0,15,267,0,2,197000.0,0,1,5,38.7023,-90.3644
